3500	0.4
3750	0.51
4000	0.61
4250	0.64
4300	0.65
4400	0.65
4500	0.65
4750	0.64
5000	0.63
5250	0.6
5500	0.58
6000	0.54
6500	0.44
6750	0.38
7000	0.33
