3000	0.16
3300	0.57
3500	0.71
3700	0.75
3800	0.75
3900	0.73
4000	0.73
4250	0.72
4500	0.66
4750	0.63
5000	0.58
5500	0.49
6000	0.42
6500	0.37
7000	0.33
